drug_name,drug_id,ind_name,ind_id,NCT,status,phase,DetailedStatus
Apremilast,DB05676,"Arthritis, Psoriatic",C0003872,NA,Approved,NA,NA
Apremilast,DB05676,Chronic small plaque psoriasis,C0406317,NA,Approved,NA,NA
Ustekinumab,DB05679,Psoriasis,C0033860,NA,Approved,NA,NA
Ustekinumab,DB05679,"Arthritis, Psoriatic",C0003872,NA,Approved,NA,NA
Trastuzumab emtansine,DB05773,HER2-positive carcinoma of breast,C1960398,NA,Approved,NA,NA
Abiraterone,DB05812,Malignant neoplasm of prostate,C0376358,NA,Approved,NA,NA
Parathyroid hormone,DB05829,Hypoparathyroidism,C0020626,NA,Approved,NA,NA
Cariprazine,DB06016,Schizophrenia,C0036341,NA,Approved,NA,NA
Cariprazine,DB06016,Mixed bipolar I disorder,C0236780,NA,Approved,NA,NA
Cariprazine,DB06016,"Bipolar affective disorder, current episode manic",C0338873,NA,Approved,NA,NA
Sertindole,DB06144,Schizophrenia,C0036341,NA,Approved,NA,NA
Sulfathiazole,DB06147,Vulvovaginitis,C0042998,NA,Approved,NA,NA
Mianserin,DB06148,Major Depressive Disorder,C1269683,NA,Approved,NA,NA
Acetylcysteine,DB06151,Poisoning by acetaminophen,C0237963,NA,Approved,NA,NA
Acetylcysteine,DB06151,Bronchiectasis,C0006267,NA,Approved,NA,NA
Acetylcysteine,DB06151,Bronchitis,C0006277,NA,Approved,NA,NA
Acetylcysteine,DB06151,Amyloidosis,C0002726,NA,Approved,NA,NA
Acetylcysteine,DB06151,Pulmonary Cystic Fibrosis,C0392164,NA,Approved,NA,NA
Rimonabant,DB06155,Obesity,C0028754,NA,Approved,NA,NA
Canakinumab,DB06168,Cryopyrin-Associated Periodic Syndromes,C2316212,NA,Approved,NA,NA
Canakinumab,DB06168,Systemic onset juvenile chronic arthritis,C1384600,NA,Approved,NA,NA
Canakinumab,DB06168,"Arthritis, Gouty",C0003868,NA,Approved,NA,NA
Canakinumab,DB06168,Deficiency of mevalonate kinase,C0342731,NA,Approved,NA,NA
Canakinumab,DB06168,Familial Mediterranean Fever,C0031069,NA,Approved,NA,NA
Canakinumab,DB06168,TNF receptor-associated periodic fever syndrome (TRAPS),C1275126,NA,Approved,NA,NA
Romidepsin,DB06176,Peripheral T-Cell Lymphoma,C0079774,NA,Approved,NA,NA
Romidepsin,DB06176,"Lymphoma, T-Cell, Cutaneous",C0079773,NA,Approved,NA,NA
Ipilimumab,DB06186,"Malignant melanoma, metastatic",C0860594,NA,Approved,NA,NA
Icatibant,DB06196,"Angioedemas, Hereditary",C0019243,NA,Approved,NA,NA
Rufinamide,DB06201,Lennox-Gastaut syndrome,C0238111,NA,Approved,NA,NA
Alogliptin,DB06203,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,NA,Approved,NA,NA
Tapentadol,DB06204,Pain,C0030193,NA,Approved,NA,NA
Silodosin,DB06207,Prostatic Hypertrophy,C1739363,NA,Approved,NA,NA
Prasugrel,DB06209,Acute Coronary Syndrome,C0948089,NA,Approved,NA,NA
Eltrombopag,DB06210,Chronic idiopathic thrombocytopenic purpura,C0272293,NA,Approved,NA,NA
Doripenem,DB06211,Pyelonephritis,C0034186,NA,Approved,NA,NA
Doripenem,DB06211,Intraabdominal Infections,C1112209,NA,Approved,NA,NA
Doripenem,DB06211,Complicated appendicitis,C1632842,NA,Approved,NA,NA
Doripenem,DB06211,Cholecystitis,C0008325,NA,Approved,NA,NA
Doripenem,DB06211,Abdominal Abscess,C0243001,NA,Approved,NA,NA
Tolvaptan,DB06212,Inappropriate ADH Syndrome,C0021141,NA,Approved,NA,NA
Tolvaptan,DB06212,Hyponatremia,C0020625,NA,Approved,NA,NA
Tolvaptan,DB06212,"Polycystic Kidney, Autosomal Dominant",C0085413,NA,Approved,NA,NA
Asenapine,DB06216,Schizophrenia,C0036341,NA,Approved,NA,NA
Asenapine,DB06216,Mixed bipolar I disorder,C0236780,NA,Approved,NA,NA
Asenapine,DB06216,"Bipolar affective disorder, current episode manic",C0338873,NA,Approved,NA,NA
Dalbavancin,DB06219,Infection of skin AND/OR subcutaneous tissue,C0178299,NA,Approved,NA,NA
Dalbavancin,DB06219,Staphylococcal Skin Infections,C0038166,NA,Approved,NA,NA
Dalbavancin,DB06219,"Skin Diseases, Bacterial",C0162627,NA,Approved,NA,NA
Avanafil,DB06237,Erectile dysfunction,C0242350,NA,Approved,NA,NA
Eflornithine,DB06243,African Trypanosomiasis,C0041228,NA,Approved,NA,NA
Incadronic acid,DB06255,Osteoporosis,C0029456,NA,Approved,NA,NA
Droxidopa,DB06262,Parkinson Disease,C0030567,NA,Approved,NA,NA
Udenafil,DB06267,Erectile dysfunction,C0242350,NA,Approved,NA,NA
Sitaxentan,DB06268,Pulmonary arterial hypertension,C2973725,NA,Approved,NA,NA
Tocilizumab,DB06273,Rheumatoid Arthritis,C0003873,NA,Approved,NA,NA
Tocilizumab,DB06273,Angiolymphoid hyperplasia,C0017531,NA,Approved,NA,NA
Alvimopan,DB06274,Postoperative ileus,C0400877,NA,Approved,NA,NA
Levocetirizine,DB06282,Hay fever,C0018621,NA,Approved,NA,NA
Levocetirizine,DB06282,Allergic rhinitis (disorder),C2607914,NA,Approved,NA,NA
Levocetirizine,DB06282,Chronic idiopathic urticaria,C0578870,NA,Approved,NA,NA
Ziconotide,DB06283,Chronic pain,C0150055,NA,Approved,NA,NA
Ziconotide,DB06283,Severe pain,C0278140,NA,Approved,NA,NA
Ziconotide,DB06283,Pain in spine,C0423673,NA,Approved,NA,NA
Teriparatide,DB06285,"Osteoporosis, Postmenopausal",C0029458,NA,Approved,NA,NA
Temsirolimus,DB06287,Renal Cell Carcinoma,C0007134,NA,Approved,NA,NA
Temsirolimus,DB06287,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",C0334634,NA,Approved,NA,NA
Amisulpride,DB06288,Chronic schizophrenia,C0221765,NA,Approved,NA,NA
Simeprevir,DB06290,"Hepatitis C, Chronic",C0524910,NA,Approved,NA,NA
Dapagliflozin,DB06292,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,NA,Approved,NA,NA
Elotuzumab,DB06317,Multiple Myeloma,C0026764,NA,Approved,NA,NA
Saxagliptin,DB06335,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,NA,Approved,NA,NA
Pertuzumab,DB06366,HER2-positive carcinoma of breast,C1960398,NA,Approved,NA,NA
Rilonacept,DB06372,Cryopyrin-Associated Periodic Syndromes,C2316212,NA,Approved,NA,NA
Bazedoxifene,DB06401,"Osteoporosis, Postmenopausal",C0029458,NA,Approved,NA,NA
Bazedoxifene,DB06401,Hot flushes,C0600142,NA,Approved,NA,NA
Telavancin,DB06402,Pneumonia due to Staphylococcus aureus,C2349530,NA,Approved,NA,NA
Telavancin,DB06402,"Pneumonia, Bacterial",C0004626,NA,Approved,NA,NA
Ambrisentan,DB06403,Pulmonary arterial hypertension,C2973725,NA,Approved,NA,NA
Oxymetholone,DB06412,Aplastic Anemia,C0002874,NA,Approved,NA,NA
Oxymetholone,DB06412,Hypoplastic anemia,C0178416,NA,Approved,NA,NA
Oxymetholone,DB06412,"Anemia, Diamond-Blackfan",C1260899,NA,Approved,NA,NA
Armodafinil,DB06413,Narcolepsy,C0027404,NA,Approved,NA,NA
Etravirine,DB06414,HIV Infections,C0019693,NA,Approved,NA,NA
Calfactant,DB06415,"Respiratory Distress Syndrome, Newborn",C0035220,NA,Approved,NA,NA
Tyloxapol,DB06439,"Respiratory Distress Syndrome, Newborn",C0035220,NA,Approved,NA,NA
Prucalopride,DB06480,Constipation,C0009806,NA,Approved,NA,NA
Pazopanib,DB06589,Renal Cell Carcinoma,C0007134,NA,Approved,NA,NA
Pazopanib,DB06589,Sarcoma,C1261473,NA,Approved,NA,NA
Ceftaroline fosamil,DB06590,Streptococcus pyogenes infection,C0554628,NA,Approved,NA,NA
Ceftaroline fosamil,DB06590,Bacterial infection due to Klebsiella pneumoniae,C0343402,NA,Approved,NA,NA
Ceftaroline fosamil,DB06590,Escherichia coli Infections,C0014836,NA,Approved,NA,NA
Ceftaroline fosamil,DB06590,Pneumonia due to Staphylococcus aureus,C2349530,NA,Approved,NA,NA
Ceftaroline fosamil,DB06590,Rhinoscleroma,C0035468,NA,Approved,NA,NA
Ceftaroline fosamil,DB06590,Haemophilus influenzae pneumonia,C0276026,NA,Approved,NA,NA
Ceftaroline fosamil,DB06590,Staphylococcus aureus infection,C1318973,NA,Approved,NA,NA
Ceftaroline fosamil,DB06590,Streptococcal pneumonia,C0155862,NA,Approved,NA,NA
Ceftaroline fosamil,DB06590,Pneumonia due to Escherichia coli,C0276089,NA,Approved,NA,NA
Agomelatine,DB06594,Major Depressive Disorder,C1269683,NA,Approved,NA,NA
Panobinostat,DB06603,"Lymphoma, T-Cell, Cutaneous",C0079773,NA,Approved,NA,NA
Panobinostat,DB06603,Multiple Myeloma,C0026764,NA,Approved,NA,NA
Apixaban,DB06605,Arterial embolus and thrombosis,C0155749,NA,Approved,NA,NA
Mepolizumab,DB06612,Eosinophilic Pneumonia,C1527407,NA,Approved,NA,NA
Peramivir,DB06614,Influenza,C0021400,NA,Approved,NA,NA
Bosutinib,DB06616,"Leukemia, Myeloid, Accelerated Phase",C0023472,NA,Approved,NA,NA
Bosutinib,DB06616,Blast Phase,C0005699,NA,Approved,NA,NA
Axitinib,DB06626,Renal Cell Carcinoma,C0007134,NA,Approved,NA,NA
Isavuconazonium,DB06636,Mucormycosis,C0026718,NA,Approved,NA,NA
Isavuconazonium,DB06636,Aspergillosis,C0004030,NA,Approved,NA,NA
Dalfampridine,DB06637,Multiple Sclerosis,C0026769,NA,Approved,NA,NA
Denosumab,DB06643,"Osteoporosis, Postmenopausal",C0029458,NA,Approved,NA,NA
Denosumab,DB06643,Osteoporosis,C0029456,NA,Approved,NA,NA
Denosumab,DB06643,Drug-induced osteoporosis,C0264115,NA,Approved,NA,NA
Ofatumumab,DB06650,Chronic Lymphocytic Leukemia,C0023434,NA,Approved,NA,NA
Liraglutide,DB06655,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,NA,Approved,NA,NA
Pasireotide,DB06663,Adrenal Gland Hyperfunction,C0001622,NA,Approved,NA,NA
golimumab,DB06674,Rheumatoid Arthritis,C0003873,NA,Approved,NA,NA
golimumab,DB06674,"Arthritis, Psoriatic",C0003872,NA,Approved,NA,NA
golimumab,DB06674,Ankylosing spondylitis,C0038013,NA,Approved,NA,NA
golimumab,DB06674,Ulcerative Colitis,C0009324,NA,Approved,NA,NA
Belatacept,DB06681,Renal transplant rejection,C0238217,NA,Approved,NA,NA
Vilazodone,DB06684,Major Depressive Disorder,C1269683,NA,Approved,NA,NA
Mepyramine,DB06691,Sneezing,C0037383,NA,Approved,NA,NA
Mepyramine,DB06691,Pruritus,C0033774,NA,Approved,NA,NA
Mepyramine,DB06691,Common Cold,C0009443,NA,Approved,NA,NA
Mepyramine,DB06691,Influenza-like symptoms,C0392171,NA,Approved,NA,NA
Mepyramine,DB06691,Rhinorrhea,C1260880,NA,Approved,NA,NA
Mepyramine,DB06691,Allergic Conjunctivitis,C0009766,NA,Approved,NA,NA
Mepyramine,DB06691,Hay fever,C0018621,NA,Approved,NA,NA
Mepyramine,DB06691,Allergic rhinitis (disorder),C2607914,NA,Approved,NA,NA
Mepyramine,DB06691,"Rhinitis, Vasomotor",C0035460,NA,Approved,NA,NA
Mepyramine,DB06691,Urticaria,C0042109,NA,Approved,NA,NA
Mepyramine,DB06691,Symptomatic dermographism,C0343065,NA,Approved,NA,NA
Mepyramine,DB06691,Nasal congestion (finding),C0027424,NA,Approved,NA,NA
Mepyramine,DB06691,Sinus headache,C0037195,NA,Approved,NA,NA
Mepyramine,DB06691,Dysmenorrhea,C0013390,NA,Approved,NA,NA
Aprotinin,DB06692,Hemorrhage,C0019080,NA,Approved,NA,NA
Xylometazoline,DB06694,Rhinorrhea,C1260880,NA,Approved,NA,NA
Xylometazoline,DB06694,Nasal congestion (finding),C0027424,NA,Approved,NA,NA
Betahistine,DB06698,Meniere Disease,C0025281,NA,Approved,NA,NA
Desvenlafaxine,DB06700,Major Depressive Disorder,C1269683,NA,Approved,NA,NA
Dexmethylphenidate,DB06701,Attention deficit hyperactivity disorder,C1263846,NA,Approved,NA,NA
Fesoterodine,DB06702,Increased frequency of micturition,C0042023,NA,Approved,NA,NA
Fesoterodine,DB06702,Bladder muscle dysfunction - overactive,C0403643,NA,Approved,NA,NA
Fesoterodine,DB06702,Urge Incontinence,C0150045,NA,Approved,NA,NA
Fesoterodine,DB06702,Urgency of micturition,C0085606,NA,Approved,NA,NA
Lumefantrine,DB06708,"Malaria, Falciparum",C0024535,NA,Approved,NA,NA
Methyltestosterone,DB06710,Testicular hypogonadism,C0151721,NA,Approved,NA,NA
Methyltestosterone,DB06710,Deficiency of testosterone biosynthesis,C0342527,NA,Approved,NA,NA
Methyltestosterone,DB06710,Hormone receptor positive malignant neoplasm of breast,C1562029,NA,Approved,NA,NA
Methyltestosterone,DB06710,Hot flushes,C0600142,NA,Approved,NA,NA
Methyltestosterone,DB06710,Delayed Puberty,C0034012,NA,Approved,NA,NA
Naphazoline,DB06711,Itching of eye,C0022281,NA,Approved,NA,NA
Naphazoline,DB06711,Redness of eye,C0235267,NA,Approved,NA,NA
Potassium Iodide,DB06715,Coughing,C0010200,NA,Approved,NA,NA
Potassium Iodide,DB06715,Common Cold,C0009443,NA,Approved,NA,NA
Potassium Iodide,DB06715,Nasal congestion (finding),C0027424,NA,Approved,NA,NA
Potassium Iodide,DB06715,Rhinorrhea,C1260880,NA,Approved,NA,NA
Potassium Iodide,DB06715,Allergic rhinitis (disorder),C2607914,NA,Approved,NA,NA
Fosaprepitant,DB06717,Chemotherapy-induced nausea and vomiting,C0401160,NA,Approved,NA,NA
Stanozolol,DB06718,"Angioedemas, Hereditary",C0019243,NA,Approved,NA,NA
Velaglucerase alfa,DB06720,Gaucher Disease,C0017205,NA,Approved,NA,NA
Velaglucerase alfa,DB06720,"Gaucher Disease, Type 1",C1961835,NA,Approved,NA,NA
Aluminum hydroxide,DB06723,Gastric ulcer,C0038358,NA,Approved,NA,NA
Aluminum hydroxide,DB06723,Heartburn,C0018834,NA,Approved,NA,NA
Aluminum hydroxide,DB06723,Peptic Ulcer,C0030920,NA,Approved,NA,NA
Aluminum hydroxide,DB06723,Dyspepsia,C0013395,NA,Approved,NA,NA
Aluminum hydroxide,DB06723,Duodenal Ulcer,C0013295,NA,Approved,NA,NA
Aluminum hydroxide,DB06723,Gastroesophageal reflux disease,C0017168,NA,Approved,NA,NA
Calcium carbonate,DB06724,Hypocalcemia,C0020598,NA,Approved,NA,NA
Calcium carbonate,DB06724,Dyspepsia,C0013395,NA,Approved,NA,NA
Lornoxicam,DB06725,Pain,C0030193,NA,Approved,NA,NA
Ambroxol,DB06742,Sore Throat,C0242429,NA,Approved,NA,NA
Glycine betaine,DB06756,Homocystinuria,C0019880,NA,Approved,NA,NA
Glycine betaine,DB06756,Klebsiella cystitis,C0520775,NA,Approved,NA,NA
Glycine betaine,DB06756,Escherichia coli urinary tract infection,C0577708,NA,Approved,NA,NA
Glycine betaine,DB06756,Infective cystitis,C0600041,NA,Approved,NA,NA
Glycine betaine,DB06756,Cystitis,C0010692,NA,Approved,NA,NA
Glycine betaine,DB06756,PYELONEPHRITIS E COLI,C0748196,NA,Approved,NA,NA
Sacrosidase,DB06760,"Sucrase-isomaltase deficiency, congenital",C1283620,NA,Approved,NA,NA
Beractant,DB06761,"Respiratory Distress Syndrome, Newborn",C0035220,NA,Approved,NA,NA
Tetryzoline,DB06764,Rhinorrhea,C1260880,NA,Approved,NA,NA
Tetryzoline,DB06764,Redness of eye,C0235267,NA,Approved,NA,NA
Tetryzoline,DB06764,Nasal congestion (finding),C0027424,NA,Approved,NA,NA
Alcaftadine,DB06766,Allergic Conjunctivitis,C0009766,NA,Approved,NA,NA
Ammonium chloride,DB06767,Coughing,C0010200,NA,Approved,NA,NA
Ammonium chloride,DB06767,Nasal congestion (finding),C0027424,NA,Approved,NA,NA
Ammonium chloride,DB06767,Common Cold,C0009443,NA,Approved,NA,NA
Ammonium chloride,DB06767,Rhinorrhea,C1260880,NA,Approved,NA,NA
Ammonium lactate,DB06768,Seborrheic dermatitis,C0036508,NA,Approved,NA,NA
Ammonium lactate,DB06768,Exanthema,C0015230,NA,Approved,NA,NA
Ammonium lactate,DB06768,Dry skin,C0151908,NA,Approved,NA,NA
Ammonium lactate,DB06768,Pruritus Ani,C0033775,NA,Approved,NA,NA
Ammonium lactate,DB06768,Contact Dermatitis,C0011616,NA,Approved,NA,NA
Ammonium lactate,DB06768,Pruritus,C0033774,NA,Approved,NA,NA
Ammonium lactate,DB06768,Pruritus of genital organs,C0033777,NA,Approved,NA,NA
Ammonium lactate,DB06768,"Dermatitis, Atopic",C0011615,NA,Approved,NA,NA
Ammonium lactate,DB06768,Granuloma Annulare,C0085074,NA,Approved,NA,NA
Bendamustine,DB06769,"Lymphoma, Follicular",C0024301,NA,Approved,NA,NA
Bendamustine,DB06769,Chronic Lymphocytic Leukemia,C0023434,NA,Approved,NA,NA
Benzyl alcohol,DB06770,Skin irritation,C0152030,NA,Approved,NA,NA
Benzyl alcohol,DB06770,Pruritus,C0033774,NA,Approved,NA,NA
Besifloxacin,DB06771,Bacterial conjunctivitis,C0009768,NA,Approved,NA,NA
Cabazitaxel,DB06772,Metastatic Prostate Carcinoma,C0936223,NA,Approved,NA,NA
Capsaicin,DB06774,Postherpetic neuralgia,C0032768,NA,Approved,NA,NA
Capsaicin,DB06774,Arthritic pains,C0857177,NA,Approved,NA,NA
Capsaicin,DB06774,Sprains and Strains,C0038048,NA,Approved,NA,NA
Capsaicin,DB06774,Neuralgia,C0027796,NA,Approved,NA,NA
Capsaicin,DB06774,Back Pain,C0004604,NA,Approved,NA,NA
Chenodeoxycholic acid,DB06777,Cholelithiasis,C0008350,NA,Approved,NA,NA
Dimercaprol,DB06782,Arsenic Poisoning,C0311375,NA,Approved,NA,NA
Dimercaprol,DB06782,Accidental poisoning by lead and its compounds and fumes,C0261486,NA,Approved,NA,NA
Prussian blue,DB06783,Thallium poisoning,C0238452,NA,Approved,NA,NA
Halcinonide,DB06786,"Lymphoma, T-Cell, Cutaneous",C0079773,NA,Approved,NA,NA
Halcinonide,DB06786,"Lupus Erythematosus, Discoid",C0024138,NA,Approved,NA,NA
Halcinonide,DB06786,Lichen Simplex Chronicus,C0149922,NA,Approved,NA,NA
Halcinonide,DB06786,Seborrheic dermatitis,C0036508,NA,Approved,NA,NA
Halcinonide,DB06786,Exanthema,C0015230,NA,Approved,NA,NA
Halcinonide,DB06786,Contact Dermatitis,C0011616,NA,Approved,NA,NA
Halcinonide,DB06786,Pruritus Ani,C0033775,NA,Approved,NA,NA
Halcinonide,DB06786,Pruritus of genital organs,C0033777,NA,Approved,NA,NA
Halcinonide,DB06786,"Dermatitis, Atopic",C0011615,NA,Approved,NA,NA
Halcinonide,DB06786,Granuloma Annulare,C0085074,NA,Approved,NA,NA
Halcinonide,DB06786,Chronic small plaque psoriasis,C0406317,NA,Approved,NA,NA
Halcinonide,DB06786,Scalp psoriasis,C0406326,NA,Approved,NA,NA
Histrelin,DB06788,Precocious Puberty,C0034013,NA,Approved,NA,NA
Lanreotide,DB06791,Acromegaly,C0001206,NA,Approved,NA,NA
Lanreotide,DB06791,Hypersomatotropic gigantism,C0001207,NA,Approved,NA,NA
Lodoxamide,DB06794,"Conjunctivitis, Vernal",C0009773,NA,Approved,NA,NA
Lodoxamide,DB06794,"Keratoconjunctivitis, Vernal",C0022577,NA,Approved,NA,NA
Hexamethylenetetramine,DB06799,Urinary tract infection,C0042029,NA,Approved,NA,NA
Methylnaltrexone,DB06800,Drug-induced constipation,C0267511,NA,Approved,NA,NA
Niclosamide,DB06803,Teniasis,C0039254,NA,Approved,NA,NA
Niclosamide,DB06803,Diphyllobothriasis,C0012561,NA,Approved,NA,NA
Plerixafor,DB06809,Multiple Myeloma,C0026764,NA,Approved,NA,NA
Polidocanol,DB06811,Varicosity,C0042345,NA,Approved,NA,NA
Pralatrexate,DB06813,Peripheral T-Cell Lymphoma,C0079774,NA,Approved,NA,NA
Raltegravir,DB06817,HIV Infections,C0019693,NA,Approved,NA,NA
Sodium phenylbutyrate,DB06819,Carbamoyl-Phosphate Synthase I Deficiency Disease,C0751753,NA,Approved,NA,NA
Sodium phenylbutyrate,DB06819,Citrullinemia,C0175683,NA,Approved,NA,NA
Sodium phenylbutyrate,DB06819,"Urea Cycle Disorders, Inborn",C0154246,NA,Approved,NA,NA
Sulconazole,DB06820,Tinea corporis (disorder),C0040252,NA,Approved,NA,NA
Sulconazole,DB06820,Tinea Versicolor,C0040262,NA,Approved,NA,NA
Sulconazole,DB06820,Tinea Pedis,C0040259,NA,Approved,NA,NA
Sulconazole,DB06820,Tinea cruris,C1384589,NA,Approved,NA,NA
Tiopronin,DB06823,Cystinuria,C0010691,NA,Approved,NA,NA
Triethylenetetramine,DB06824,Renal Cell Carcinoma,C0007134,NA,Approved,NA,NA
Triethylenetetramine,DB06824,Hepatolenticular Degeneration,C0019202,NA,Approved,NA,NA
Triethylenetetramine,DB06824,Scalp psoriasis,C0406326,NA,Approved,NA,NA
Triethylenetetramine,DB06824,Chronic small plaque psoriasis,C0406317,NA,Approved,NA,NA
Unoprostone,DB06826,Ocular Hypertension,C0028840,NA,Approved,NA,NA
Unoprostone,DB06826,"Glaucoma, Open-Angle",C0017612,NA,Approved,NA,NA
Tranilast,DB07615,Asthma,C0004096,NA,Approved,NA,NA
Tranilast,DB07615,Allergic rhinitis (disorder),C2607914,NA,Approved,NA,NA
Tranilast,DB07615,Keloid,C0022548,NA,Approved,NA,NA
Tranilast,DB07615,"Cicatrix, Hypertrophic",C0162810,NA,Approved,NA,NA
Parecoxib,DB08439,Acute postoperative pain,C2215257,NA,Approved,NA,NA
Diloxanide,DB08792,Amebiasis,C0002438,NA,Approved,NA,NA
Azidocillin,DB08795,Respiratory Tract Infections,C0035243,NA,Approved,NA,NA
Salicylamide,DB08797,Back Pain,C0004604,NA,Approved,NA,NA
Salicylamide,DB08797,Headache Disorders,C0393735,NA,Approved,NA,NA
Salicylamide,DB08797,Arthralgia,C0003862,NA,Approved,NA,NA
Salicylamide,DB08797,Fever,C0015967,NA,Approved,NA,NA
Salicylamide,DB08797,Pain,C0030193,NA,Approved,NA,NA
Antazoline,DB08799,"Rhinitis, Vasomotor",C0035460,NA,Approved,NA,NA
Antazoline,DB08799,Symptomatic dermographism,C0343065,NA,Approved,NA,NA
Antazoline,DB08799,Nasal congestion (finding),C0027424,NA,Approved,NA,NA
Antazoline,DB08799,Pruritus,C0033774,NA,Approved,NA,NA
Antazoline,DB08799,Itching of eye,C0022281,NA,Approved,NA,NA
Antazoline,DB08799,Sneezing,C0037383,NA,Approved,NA,NA
Antazoline,DB08799,Rhinorrhea,C1260880,NA,Approved,NA,NA
Antazoline,DB08799,Allergic Conjunctivitis,C0009766,NA,Approved,NA,NA
Antazoline,DB08799,Redness of eye,C0235267,NA,Approved,NA,NA
Antazoline,DB08799,Urticaria,C0042109,NA,Approved,NA,NA
Antazoline,DB08799,Allergic rhinitis (disorder),C2607914,NA,Approved,NA,NA
Nandrolone decanoate,DB08804,Anemia in chronic kidney disease,C1561828,NA,Approved,NA,NA
Roxatidine acetate,DB08806,Gastric ulcer,C0038358,NA,Approved,NA,NA
Roxatidine acetate,DB08806,Gastroesophageal reflux disease,C0017168,NA,Approved,NA,NA
Roxatidine acetate,DB08806,Zollinger-Ellison syndrome,C0043515,NA,Approved,NA,NA
Bupranolol,DB08808,Glaucoma,C0017601,NA,Approved,NA,NA
Bupranolol,DB08808,Hypertensive disease,C0020538,NA,Approved,NA,NA
Lurasidone,DB08815,Schizophrenia,C0036341,NA,Approved,NA,NA
Lurasidone,DB08815,"Depression, Bipolar",C0005587,NA,Approved,NA,NA
Ticagrelor,DB08816,Acute Coronary Syndrome,C0948089,NA,Approved,NA,NA
Ticagrelor,DB08816,Peripheral Vascular Diseases,C0085096,NA,Approved,NA,NA
Tafluprost,DB08819,Ocular Hypertension,C0028840,NA,Approved,NA,NA
Tafluprost,DB08819,"Glaucoma, Open-Angle",C0017612,NA,Approved,NA,NA
Ivacaftor,DB08820,Pulmonary Cystic Fibrosis,C0392164,NA,Approved,NA,NA
Azilsartan medoxomil,DB08822,Hypertensive disease,C0020538,NA,Approved,NA,NA
Spinosad,DB08823,Pediculus capitis infestation,C0030757,NA,Approved,NA,NA
Deferiprone,DB08826,beta Thalassemia,C0005283,NA,Approved,NA,NA
Deferiprone,DB08826,Iron Overload,C0282193,NA,Approved,NA,NA
Lomitapide,DB08827,Familial hypercholesterolemia - homozygous,C0342881,NA,Approved,NA,NA
Vismodegib,DB08828,Basal cell carcinoma,C0007117,NA,Approved,NA,NA
Pitavastatin,DB08860,"Hyperlipidemia, Familial Combined",C0020474,NA,Approved,NA,NA
Pitavastatin,DB08860,Hypercholesterolemia,C0020443,NA,Approved,NA,NA
Rilpivirine,DB08864,HIV Infections,C0019693,NA,Approved,NA,NA
Ulipristal,DB08867,Uterine Fibroids,C0042133,NA,Approved,NA,NA
Fingolimod,DB08868,"Multiple Sclerosis, Relapsing-Remitting",C0751967,NA,Approved,NA,NA
Tesamorelin,DB08869,Lipodystrophy due to Human immunodeficiency virus infection and antiretroviral therapy,C3854116,NA,Approved,NA,NA
Brentuximab vedotin,DB08870,Hodgkin Disease,C0019829,NA,Approved,NA,NA
Brentuximab vedotin,DB08870,Anaplastic large T-cell systemic malignant lymphoma,C1275317,NA,Approved,NA,NA
Eribulin,DB08871,Carcinoma breast stage IV,C0278488,NA,Approved,NA,NA
Eribulin,DB08871,liposarcoma,C0023827,NA,Approved,NA,NA
