"geneNID"	"geneId"	"geneNmea"	"geneDescription"	"pLI"	"DSI"	"DPI"
"25814"	"107987238"	"LOC107987238"	"proline-rich proteoglycan 2-like"			
"25815"	"107987244"	"LOC107987244"	"uncharacterized LOC107987244"			
"25816"	"107987249"	"LOC107987249"	"uncharacterized LOC107987249"			
"25817"	"107987250"	"LOC107987250"	"uncharacterized LOC107987250"			
"25818"	"107987251"	"LOC107987251"	"uncharacterized LOC107987251"			
"25819"	"107987276"	"LOC107987276"	"translation initiation factor IF-2"			
"25820"	"107987281"	"LOC107987281"	"uncharacterized LOC107987281"			
"25821"	"107987282"	"LOC107987282"	"uncharacterized LOC107987282"			
"25822"	"107987295"	"LINC02246"	"long intergenic non-protein coding RNA 2246"			
"25823"	"107987300"	"LOC107987300"	"uncharacterized LOC107987300"			
"25824"	"107987301"	"LOC107987301"	"uncharacterized LOC107987301"			
"25825"	"107987303"	"LOC107987303"	"uncharacterized LOC107987303"			
"25826"	"107987304"	"LOC107987304"	"uncharacterized LOC107987304"			
"25827"	"107987462"	"LOC107987462"	"leukocyte immunoglobulin-like receptor subfamily B member 3"		"0.839"	"0.231"
"25828"	"107987479"	"LOC107987479"	"cytochrome P450 2D6"		"0.597"	"0.769"
"25829"	"107987484"	"LOC107987484"	"double homeobox protein 4 like"		"1"	"0.115"
"25830"	"107987485"	"LOC107987485"	"double homeobox protein 4 like"		"1"	"0.115"
"25831"	"107987486"	"LOC107987486"	"double homeobox protein 4 like"		"1"	"0.115"
"25832"	"107987487"	"LOC107987487"	"double homeobox protein 4 like"		"1"	"0.115"
"25833"	"107988031"	"MSPC"	"Palmoplantar carcinoma, multiple self-healing"			
"25834"	"108004545"	"LOC108004545"	"SOX9 testis enhancer F8"		"0.76"	"0.308"
"25835"	"108281177"	"LOC108281177"	"SOX2 5' regulatory region"		"0.89"	"0.154"
"25836"	"108281178"	"SOX2-SRR2"	"SRR2 enhancer downstream of SOX2"		"0.861"	"0.077"
"25837"	"108353831"	"CNE-3"	"CNE-3 enhancer upstream of SHOX"		"1"	"0.115"
"25838"	"108353832"	"CNE-2"	"CNE-2 enhancer upstream of SHOX"		"0.729"	"0.346"
"25839"	"108383238"	"CNE7"	"CNE7 enhancer downstream of SHOX"		"1"	"0.115"
"25840"	"108489980"	"ARF2P"	"ADP ribosylation factor 2, pseudogene"		"1"	"0.038"
"25841"	"108570035"	"LINP1"	"lncRNA in non-homologous end joining pathway 1"		"0.729"	"0.231"
"25842"	"108783645"	"LOC108783645"	"HFE antisense RNA"			
"25843"	"108783646"	"DINOL"	"damage induced long noncoding RNA"		"0.821"	"0.346"
"25844"	"108783654"	"LOC108783654"	"uncharacterized LOC108783654"			
"25845"	"108868751"	"GSC-DT"	"GSC divergent transcript"		"0.931"	"0.038"
"25846"	"108949267"	"ACBD7-DCLRE1CP1"	"ACBD7-DCLRE1CP1 readthrough"			
"25847"	"109136578"	"MASCRNA"	"MALAT1-associated small cytoplasmic RNA"		"0.931"	"0.038"
"25848"	"109136579"	"TALAM1"	"TALAM1 transcript, MALAT1 antisense RNA"		"0.931"	"0.077"
"25849"	"109245082"	"PRAL"	"p53 regulation associated lncRNA"		"0.839"	"0.231"
"25850"	"109280161"	"LOC109280161"	"TBX2 promoter region"		"1"	"0.038"
"25851"	"109286563"	"LOC109286563"	"TBX21 promoter region"		"1"	"0.077"
"25852"	"109504726"	"ERV3-1-ZNF117"	"ERV3-1-ZNF117 readthrough"			
"25853"	"109580095"	"HBB-LCR"	"beta-globin locus control region"		"0.743"	"0.115"
"25854"	"109616964"	"SNORA22B"	"small nucleolar RNA, H/ACA box 22B"			
"25855"	"109616967"	"SNORA40B"	"small nucleolar RNA, H/ACA box 40B"			
"25856"	"109616987"	"SNORD13G"	"small nucleolar RNA, C/D box 13G"			
"25857"	"109616989"	"SNORD13C"	"small nucleolar RNA, C/D box 13C"			
"25858"	"109616999"	"SNORA80D"	"small nucleolar RNA, H/ACA box 80D"			
"25859"	"109617013"	"SNORD63B"	"small nucleolar RNA, C/D box 63B"			
"25860"	"109617020"	"SNORD13E"	"small nucleolar RNA, C/D box 13E"			
"25861"	"109623452"	"SNORD159"	"small nucleolar RNA, C/D box 159"			
"25862"	"109623457"	"SNORD168"	"small nucleolar RNA, C/D box 168"			
"25863"	"109623460"	"SNORD138"	"small nucleolar RNA, C/D box 138"		"0.722"	"0.346"
"25864"	"109623464"	"SNORA119"	"small nucleolar RNA, H/ACA box 119"			
"25865"	"109623471"	"SNORD172"	"small nucleolar RNA, C/D box 172"			
"25866"	"109623483"	"SNORA118"	"small nucleolar RNA, H/ACA box 118"			
"25867"	"109623486"	"SNORD153"	"small nucleolar RNA, C/D box 153"			
"25868"	"109623487"	"SNORD164"	"small nucleolar RNA, C/D box 164"			
"25869"	"109703458"	"HTD2"	"hydroxyacyl-thioester dehydratase type 2"		"1"	"0.115"
"25870"	"109729127"	"KRT7-AS"	"KRT7 antisense RNA 1"		"0.89"	"0.154"
"25871"	"109729128"	"LINC01930"	"long intergenic non-protein coding RNA 1930"			
"25872"	"109729131"	"LINC02231"	"long intergenic non-protein coding RNA 2231"			
"25873"	"109729132"	"LINC02233"	"long intergenic non-protein coding RNA 2233"			
"25874"	"109729133"	"LINC02236"	"long intergenic non-protein coding RNA 2236"		"1"	"0.077"
"25875"	"109729137"	"MEF2C-AS2"	"MEF2C antisense RNA 2"			
"25876"	"109729140"	"PSMD6-AS1"	"PSMD6 antisense RNA 1"		"1"	"0.038"
"25877"	"109729141"	"TDRKH-AS1"	"TDRKH antisense RNA 1"			
"25878"	"109729161"	"LNCSRLR"	"lncRNA sorafenib resistance in renal cell carcinoma associated"		"0.931"	"0.115"
"25879"	"109729164"	"LINC02234"	"long intergenic non-protein coding RNA 2234"			
"25880"	"109729166"	"LINC02238"	"long intergenic non-protein coding RNA 2238"			
"25881"	"109729169"	"LINC02154"	"long intergenic non-protein coding RNA 2154"		"0.931"	"0.115"
"25882"	"109729173"	"TFAP2A-AS2"	"TFAP2A antisense RNA 2"			
"25883"	"109729174"	"MIR4713HG"	"MIR4713 host gene"			
"25884"	"109729181"	"ZNF710-AS1"	"ZNF710 antisense RNA 1"			
"25885"	"109729182"	"DM1-AS"	"DM1 locus antisense RNA"		"0.839"	"0.115"
"25886"	"109729184"	"SLC12A5-AS1"	"SLC12A5 and MMP9 antisense RNA 1"			
"25887"	"109731405"	"PDXDC2P"	"pyridoxal dependent decarboxylase domain containing 2, pseudogene"		"0.931"	"0.038"
"25888"	"109864269"	"MIR302CHG"	"miR-302/367 cluster host gene"		"1"	"0.269"
"25889"	"109864272"	"RNA28SN4"	"RNA, 28S ribosomal N4"		"0.805"	"0.231"
"25890"	"110006325"	"PPIP5K1P1-CATSPER2"	"PPIP5K1P1-CATSPER2 readthrough"			
"25891"	"110006328"	"ERVK-32"	"endogenous retrovirus group K member 32, envelope"		"0.522"	"0.692"
"25892"	"110011217"	"LOC110011217"	"hereditary persistence of fetal hemoglobin-1 and -2 3' breakpoint enhancers"		"0.89"	"0.077"
"25893"	"110013312"	"LOC110013312"	"BGLAP promoter region"		"0.76"	"0.269"
"25894"	"110091768"	"LOC110091768"	"uncharacterized LOC110091768"			
"25895"	"110091775"	"CFAP298-TCP10L"	"CFAP298-TCP10L readthrough"	"1.1868e-06"		
"25896"	"110117498"	"P3R3URF"	"PIK3R3 upstream reading frame"			
"25897"	"110117499"	"P3R3URF-PIK3R3"	"P3R3URF-PIK3R3 readthrough"			
"25898"	"110175910"	"MIR4527HG"	"MIR4527 host gene"		"1"	"0.038"
"25899"	"110231149"	"PANCR"	"PITX2 adjacent non-coding RNA"		"0.89"	"0.154"
"25900"	"110255168"	"RNA28S5"	"RNA, 28S ribosomal 5"		"0.805"	"0.231"
"25901"	"110283621"	"LOC110283621"	"SPP1 5' regulatory region"		"0.743"	"0.385"
"25902"	"110351180"	"LOC110351180"	"IBSP 5' regulatory region"		"0.821"	"0.077"
"25903"	"110366354"	"LOC110366354"	"CYP3A4 5' regulatory region"		"0.769"	"0.269"
"25904"	"110386951"	"LOC110386951"	"CYP19A1 promoter II/1.3"		"1"	"0.038"
"25905"	"110408762"	"LOC110408762"	"CYP17A1 promoter"			
"25906"	"110599563"	"LY6G6F-LY6G6D"	"LY6G6F-LY6G6D readthrough"	"1.234e-07"		
"25907"	"110599564"	"EEF1AKMT4"	"EEF1A lysine methyltransferase 4"			
"25908"	"110599569"	"LOC110599569"	"CYP2C9 promoter"			
"25909"	"110599580"	"LOC110599580"	"CYP1B1 promoter"		"0.792"	"0.231"
"25910"	"110599583"	"EEF1AKMT4-ECE2"	"EEF1AKMT4-ECE2 readthrough"		"0.792"	"0.385"
"25911"	"110599590"	"C5-OT1"	"C5 3' UTR overlapping transcript 1"		"1"	"0.115"
"25912"	"110673971"	"LOC110673971"	"CYP11B2 promoter"		"0.89"	"0.269"
"25913"	"110673972"	"LOC110673972"	"CYP11B1 promoter"		"0.89"	"0.269"
"25914"	"110806262"	"LOC110806262"	"solute carrier family 6 member 4 gene promoter"		"0.626"	"0.423"
"25915"	"110806263"	"LOC110806263"	"TERT 5' regulatory region"		"0.464"	"0.731"
"25916"	"110806265"	"MNS16A"	"MNS16A minisatellite promoter"		"0.663"	"0.5"
"25917"	"110806272"	"BTG3-AS1"	"BTG3 antisense RNA 1"		"0.792"	"0.077"
"25918"	"110806273"	"SLC5A4-AS1"	"SLC5A4 antisense RNA 1"			
"25919"	"110806276"	"LINC02474"	"long intergenic non-protein coding RNA 2474"			
"25920"	"110806290"	"MYOCOS"	"myocilin opposite strand"		"0.805"	"0.192"
"25921"	"110806300"	"FLNC-AS1"	"FLNC antisense RNA 1"			
"25922"	"110806307"	"STIN2-VNTR"	"serotonin transporter intronic VNTR enhancer"		"0.636"	"0.538"
"25923"	"110806308"	"GPC3-AS1"	"GPC3 antisense RNA 1"		"0.861"	"0.115"
"25924"	"110841581"	"CAMTA1-DT"	"CAMTA1 divergent transcript"		"1"	"0.077"
"25925"	"110841583"	"LAMC1-AS1"	"LAMC1 antisense RNA 1"			
"25926"	"111064646"	"TPM1-AS"	"TPM1 antisense RNA"		"0.931"	"0.077"
"25927"	"111064649"	"SMIM33"	"small integral membrane protein 33"			
"25928"	"111082987"	"CFTR-AS1"	"CFTR antisense RNA 1"			
"25929"	"111082993"	"LINC02569"	"long intergenic non-protein coding RNA 2569"			
"25930"	"111089941"	"MMP24-AS1-EDEM2"	"MMP24-AS1-EDEM2 readthrough"			
"25931"	"111188157"	"LYNX1-SLURP2"	"LYNX1-SLURP2 readthrough"		"0.839"	"0.115"
"25932"	"111216279"	"RPS6KB2-AS1"	"RPS6KB2 antisense RNA 1"			
"25933"	"111216287"	"LINC02578"	"long intergenic non-protein coding RNA 2578"			
"25934"	"111216288"	"LOC111216288"	"ADH4 promoter"		"1"	"0.077"
"25935"	"111240474"	"CRYZL2P-SEC16B"	"CRYZL2P-SEC16B readthrough"		"0.861"	"0.231"
"25936"	"111365141"	"LOC111365141"	"NOS2 5' regulatory region"		"0.861"	"0.192"
"25937"	"111365171"	"LOC111365171"	"long non-coding RNA ENST00000547547"		"0.931"	"0.077"
"25938"	"111589215"	"LOC111589215"	"BRCA1 promoter region"		"0.76"	"0.231"
"25939"	"111674463"	"LOC111674463"	"CFTR promoter region"		"1"	"0.115"
"25940"	"111674464"	"LOC111674464"	"CFTR intron 1 enhancer"		"0.89"	"0.231"
"25941"	"111822955"	"ATRIP-TREX1"	"ATRIP-TREX1 readthrough"			
"25942"	"112267857"	"LOC112267857"	"uncharacterized LOC112267857"			
"25943"	"112267858"	"LOC112267858"	"uncharacterized LOC112267858"			
"25944"	"112267865"	"LOC112267865"	"uncharacterized LOC112267865"			
"25945"	"112267867"	"LOC112267867"	"uncharacterized LOC112267867"			
"25946"	"112267868"	"LOC112267868"	"uncharacterized LOC112267868"			
"25947"	"112267873"	"LINC02814"	"long intergenic non-protein coding RNA 2814"		"0.931"	"0.192"
"25948"	"112267874"	"LOC112267874"	"translation initiation factor IF-2-like"			
"25949"	"112267877"	"LOC112267877"	"uncharacterized LOC112267877"			
"25950"	"112267887"	"LOC112267887"	"uncharacterized LOC112267887"			
"25951"	"112267891"	"LOC112267891"	"uncharacterized LOC112267891"			
"25952"	"112267894"	"LOC112267894"	"uncharacterized LOC112267894"			
"25953"	"112267900"	"LOC112267900"	"uncharacterized LOC112267900"			
"25954"	"112267901"	"LOC112267901"	"uncharacterized LOC112267901"			
"25955"	"112267902"	"LOC112267902"	"uncharacterized LOC112267902"			
"25956"	"112267905"	"LOC112267905"	"uncharacterized LOC112267905"			
"25957"	"112267907"	"LOC112267907"	"uncharacterized LOC112267907"			
"25958"	"112267915"	"LOC112267915"	"uncharacterized LOC112267915"			
"25959"	"112267917"	"LOC112267917"	"uncharacterized LOC112267917"			
"25960"	"112267932"	"LOC112267932"	"uncharacterized LOC112267932"			
"25961"	"112267935"	"LOC112267935"	"uncharacterized LOC112267935"			
"25962"	"112267955"	"LOC112267955"	"uncharacterized LOC112267955"			
"25963"	"112267956"	"LOC112267956"	"uncharacterized LOC112267956"			
"25964"	"112267957"	"LOC112267957"	"uncharacterized LOC112267957"			
"25965"	"112267962"	"LOC112267962"	"uncharacterized LOC112267962"			
"25966"	"112267964"	"LOC112267964"	"small integral membrane protein 30-like"			
"25967"	"112267968"	"LOC112267968"	"uncharacterized LOC112267968"			
"25968"	"112267969"	"LOC112267969"	"uncharacterized LOC112267969"			
"25969"	"112267971"	"LOC112267971"	"translation initiation factor IF-2-like"			
"25970"	"112267972"	"LOC112267972"	"uncharacterized LOC112267972"			
"25971"	"112267973"	"LOC112267973"	"uncharacterized LOC112267973"			
"25972"	"112267978"	"LOC112267978"	"uncharacterized LOC112267978"			
"25973"	"112267983"	"LOC112267983"	"uncharacterized LOC112267983"			
"25974"	"112267984"	"LOC112267984"	"uncharacterized LOC112267984"			
"25975"	"112267985"	"LOC112267985"	"uncharacterized LOC112267985"			
"25976"	"112267993"	"LOC112267993"	"uncharacterized LOC112267993"			
"25977"	"112268007"	"GRM3-AS1"	"GRM3 antisense RNA 1"		"1"	"0.038"
"25978"	"112268009"	"LOC112268009"	"uncharacterized LOC112268009"			
"25979"	"112268022"	"LOC112268022"	"uncharacterized LOC112268022"			
"25980"	"112268023"	"LOC112268023"	"uncharacterized LOC112268023"			
"25981"	"112268030"	"LOC112268030"	"uncharacterized LOC112268030"			
"25982"	"112268043"	"LOC112268043"	"uncharacterized LOC112268043"			
"25983"	"112268047"	"LOC112268047"	"uncharacterized LOC112268047"			
"25984"	"112268050"	"LOC112268050"	"uncharacterized LOC112268050"			
"25985"	"112268051"	"LOC112268051"	"uncharacterized LOC112268051"			
"25986"	"112268052"	"LOC112268052"	"translation initiation factor IF-2-like"			
"25987"	"112268055"	"LOC112268055"	"uncharacterized LOC112268055"			
"25988"	"112268061"	"LOC112268061"	"uncharacterized LOC112268061"			
"25989"	"112268064"	"LOC112268064"	"uncharacterized LOC112268064"			
"25990"	"112268071"	"LOC112268071"	"uncharacterized LOC112268071"			
"25991"	"112268085"	"LOC112268085"	"uncharacterized LOC112268085"			
"25992"	"112268088"	"LOC112268088"	"uncharacterized LOC112268088"			
"25993"	"112268089"	"LOC112268089"	"uncharacterized LOC112268089"			
"25994"	"112268091"	"LOC112268091"	"uncharacterized LOC112268091"			
"25995"	"112268095"	"LOC112268095"	"uncharacterized LOC112268095"			
"25996"	"112268097"	"LOC112268097"	"uncharacterized LOC112268097"			
"25997"	"112268099"	"LOC112268099"	"uncharacterized LOC112268099"			
"25998"	"112268101"	"LOC112268101"	"uncharacterized LOC112268101"			
"25999"	"112268104"	"LOC112268104"	"uncharacterized LOC112268104"			
"26000"	"112268118"	"LOC112268118"	"uncharacterized LOC112268118"			
"26001"	"112268121"	"LOC112268121"	"uncharacterized LOC112268121"			
"26002"	"112268125"	"LOC112268125"	"uncharacterized LOC112268125"			
"26003"	"112268131"	"LOC112268131"	"uncharacterized LOC112268131"			
"26004"	"112268135"	"LOC112268135"	"uncharacterized LOC112268135"			
"26005"	"112268138"	"LOC112268138"	"uncharacterized LOC112268138"			
"26006"	"112268140"	"LOC112268140"	"loricrin-like"			
"26007"	"112268142"	"LOC112268142"	"uncharacterized LOC112268142"			
"26008"	"112268143"	"LOC112268143"	"uncharacterized LOC112268143"			
"26009"	"112268144"	"LOC112268144"	"uncharacterized LOC112268144"			
"26010"	"112268146"	"LOC112268146"	"uncharacterized LOC112268146"			
"26011"	"112268147"	"LOC112268147"	"uncharacterized LOC112268147"			
"26012"	"112268149"	"LOC112268149"	"uncharacterized LOC112268149"			
"26013"	"112268150"	"LOC112268150"	"uncharacterized LOC112268150"			
"26014"	"112268151"	"LOC112268151"	"uncharacterized LOC112268151"			
"26015"	"112268152"	"LOC112268152"	"uncharacterized LOC112268152"			
"26016"	"112268153"	"LOC112268153"	"uncharacterized LOC112268153"			
"26017"	"112268156"	"LOC112268156"	"uncharacterized LOC112268156"			
"26018"	"112268163"	"LOC112268163"	"uncharacterized LOC112268163"			
"26019"	"112268166"	"LOC112268166"	"uncharacterized LOC112268166"			
"26020"	"112268170"	"LOC112268170"	"uncharacterized LOC112268170"			
"26021"	"112268177"	"LOC112268177"	"uncharacterized LOC112268177"			
"26022"	"112268179"	"LOC112268179"	"uncharacterized LOC112268179"			
"26023"	"112268182"	"LOC112268182"	"uncharacterized LOC112268182"			
"26024"	"112268184"	"LOC112268184"	"uncharacterized LOC112268184"			
"26025"	"112268187"	"LOC112268187"	"uncharacterized LOC112268187"			
"26026"	"112268199"	"LOC112268199"	"uncharacterized LOC112268199"			
"26027"	"112268200"	"LOC112268200"	"uncharacterized LOC112268200"			
"26028"	"112268204"	"LOC112268204"	"uncharacterized LOC112268204"			
"26029"	"112268210"	"LOC112268210"	"uncharacterized LOC112268210"			
"26030"	"112268214"	"LOC112268214"	"uncharacterized LOC112268214"			
"26031"	"112268218"	"LOC112268218"	"uncharacterized LOC112268218"			
"26032"	"112268223"	"CDC42-AS1"	"CDC42 antisense RNA 1"			
"26033"	"112268235"	"LOC112268235"	"uncharacterized LOC112268235"			
"26034"	"112268240"	"LOC112268240"	"uncharacterized LOC112268240"			
"26035"	"112268244"	"LOC112268244"	"uncharacterized LOC112268244"			
"26036"	"112268246"	"LOC112268246"	"uncharacterized LOC112268246"			
"26037"	"112268248"	"LOC112268248"	"uncharacterized LOC112268248"			
"26038"	"112268251"	"LOC112268251"	"uncharacterized LOC112268251"			
"26039"	"112268254"	"LOC112268254"	"uncharacterized LOC112268254"			
"26040"	"112268262"	"LOC112268262"	"uncharacterized LOC112268262"			
"26041"	"112268268"	"LOC112268268"	"uncharacterized LOC112268268"			
"26042"	"112268270"	"LOC112268270"	"translation initiation factor IF-2-like"			
"26043"	"112268273"	"LOC112268273"	"uncharacterized LOC112268273"			
"26044"	"112268276"	"LOC112268276"	"uncharacterized LOC112268276"			
"26045"	"112268279"	"LOC112268279"	"uncharacterized LOC112268279"			
"26046"	"112268289"	"LOC112268289"	"uncharacterized LOC112268289"			
"26047"	"112268294"	"LOC112268294"	"uncharacterized LOC112268294"			
"26048"	"112268295"	"LOC112268295"	"uncharacterized LOC112268295"			
"26049"	"112268302"	"LOC112268302"	"uncharacterized LOC112268302"			
"26050"	"112268304"	"LOC112268304"	"uncharacterized LOC112268304"			
"26051"	"112268413"	"LOC112268413"	"uncharacterized LOC112268413"			
"26052"	"112268416"	"LOC112268416"	"uncharacterized LOC112268416"			
"26053"	"112268419"	"LOC112268419"	"uncharacterized LOC112268419"			
"26054"	"112268426"	"LOC112268426"	"uncharacterized LOC112268426"			
"26055"	"112268430"	"LOC112268430"	"uncharacterized LOC112268430"			
"26056"	"112268433"	"LOC112268433"	"uncharacterized LOC112268433"			
"26057"	"112268437"	"LOC112268437"	"uncharacterized protein FLJ45252"			
"26058"	"112268440"	"LOC112268440"	"uncharacterized LOC112268440"			
"26059"	"112268444"	"LOC112268444"	"translation initiation factor IF-2-like"			
