"diseaseNID"	"diseaseId"	"diseaseName"	"type"
"22819"	"C3502131"	"Adrenal Insufficiency, Congenital"	"disease"
"22820"	"C3502132"	"Adrenal Insufficiency, Congenital, With 46,Xy Sex Reversal"	"disease"
"22821"	"C3502214"	"Microcephalic Osteodysplastic Primordial Dwarfism with Tooth Abnormalities"	"phenotype"
"22822"	"C3502298"	"Lactic Acidosis, Fatal Infantile"	"disease"
"22823"	"C3502353"	"Atrial Septal Defect with Atrioventricular Conduction Defects"	"disease"
"22824"	"C3502417"	"Amyotrophic Lateral Sclerosis 10"	"disease"
"22825"	"C3502469"	"Brain Anomalies, Retardation, Ectodermal Dysplasia, Skeletal Malformations, Hirschsprung Disease, Ear-Eye Anomalies, Cleft Palate-Cryptorchidism, And Kidney Dysplasia-Hypoplasia"	"disease"
"22826"	"C3502492"	"Microcephaly with Chorioretinopathy, Autosomal Recessive"	"disease"
"22827"	"C3502495"	"Palmoplantar Hyperkeratosis with Squamous Cell Carcinoma of Skin and Sex Reversal"	"disease"
"22828"	"C3502510"	"Chromosome 16p13.3 Deletion Syndrome"	"disease"
"22829"	"C3502809"	"Generalized Epilepsy with Febrile Seizures Plus"	"disease"
"22830"	"C3506079"	"Acquired C1 inhibitor deficiency"	"disease"
"22831"	"C3508933"	"Chronic obstructive pulmonary disease exacerbation"	"disease"
"22832"	"C3531771"	"Dextrotransposition of the great arteries"	"disease"
"22833"	"C3532172"	"Fetal heart failure"	"disease"
"22834"	"C3532222"	"Inflammatory cardiomyopathy"	"disease"
"22835"	"C3532225"	"Valvular cardiomyopathy"	"disease"
"22836"	"C3532227"	"Pacing-induced cardiomyopathy"	"disease"
"22837"	"C3532239"	"Mitochondrial cardiomyopathy"	"disease"
"22838"	"C3532243"	"Fatal infantile mitochondrial cardiomyopathy"	"disease"
"22839"	"C3532247"	"Fetal cardiomyopathy"	"disease"
"22840"	"C3532251"	"Fetal dilated cardiomyopathy"	"disease"
"22841"	"C3532429"	"Usual ductal hyperplasia of breast"	"disease"
"22842"	"C3532894"	"Parosteal lipoma"	"disease"
"22843"	"C3532933"	"Moderate expressive language delay"	"disease"
"22844"	"C3532934"	"Mild expressive language delay"	"disease"
"22845"	"C3532942"	"Mixed dementia"	"disease"
"22846"	"C3532946"	"Moderate receptive language delay"	"phenotype"
"22847"	"C3532947"	"Severe receptive language delay"	"disease"
"22848"	"C3534585"	"Infection caused by Norovirus"	"group"
"22849"	"C3534591"	"Diabetic Heart Disease"	"disease"
"22850"	"C3536572"	"End stage renal disease due to hypertension"	"disease"
"22851"	"C3536576"	"Chronic myelopathy"	"disease"
"22852"	"C3536587"	"Grand mal status epilepticus, refractory"	"disease"
"22853"	"C3536593"	"Chronic cerebrovascular accident"	"disease"
"22854"	"C3536663"	"Acute deep venous thrombosis"	"disease"
"22855"	"C3536714"	"Renal dysplasia"	"disease"
"22856"	"C3536715"	"AA amyloidosis"	"disease"
"22857"	"C3536734"	"Hypoplastic pelvis"	"disease"
"22858"	"C3536738"	"Lumbar meningomyelocele"	"disease"
"22859"	"C3536740"	"Cervical meningomyelocele"	"disease"
"22860"	"C3536741"	"Discordant ventriculoarterial connection"	"disease"
"22861"	"C3536797"	"Ichthyosis Congenita II"	"disease"
"22862"	"C3536864"	"Acute disseminated encephalitis"	"disease"
"22863"	"C3536893"	"Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor"	"disease"
"22864"	"C3536958"	"Surfactant protein D measurement"	"phenotype"
"22865"	"C3536983"	"Familial Hypophosphatemic Rickets"	"disease"
"22866"	"C3536984"	"Vitamin D-Resistant Rickets, X-Linked"	"disease"
"22867"	"C3537179"	"Non-venereal endemic syphilis"	"disease"
"22868"	"C3537440"	"Cystinosis, Infantile Nephropathic"	"disease"
"22869"	"C3538946"	"DEAFNESS, AUTOSOMAL RECESSIVE 4, WITH ENLARGED VESTIBULAR AQUEDUCT"	"disease"
"22870"	"C3538951"	"MICROSPHEROPHAKIA AND/OR MEGALOCORNEA, WITH ECTOPIA LENTIS AND WITH OR WITHOUT SECONDARY GLAUCOMA"	"disease"
"22871"	"C3538999"	"DYSTONIA 23"	"disease"
"22872"	"C3539003"	"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VI"	"disease"
"22873"	"C3539010"	"PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP F"	"disease"
"22874"	"C3539013"	"AICARDI-GOUTIERES SYNDROME 6"	"disease"
"22875"	"C3539063"	"Bart's Hemoglobinopathy"	"disease"
"22876"	"C3539071"	"NEPHRONOPHTHISIS 14"	"disease"
"22877"	"C3539120"	"PROSTATE CANCER, HEREDITARY, 2"	"disease"
"22878"	"C3539123"	"CEROID LIPOFUSCINOSIS, NEURONAL, 11"	"disease"
"22879"	"C3539168"	"PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP A"	"disease"
"22880"	"C3539195"	"TREMOR, HEREDITARY ESSENTIAL, 4"	"disease"
"22881"	"C3539494"	"SPASTIC PARAPLEGIA 53, AUTOSOMAL RECESSIVE"	"disease"
"22882"	"C3539495"	"SPASTIC PARAPLEGIA 54, AUTOSOMAL RECESSIVE"	"disease"
"22883"	"C3539506"	"SPASTIC PARAPLEGIA 55, AUTOSOMAL RECESSIVE"	"disease"
"22884"	"C3539507"	"SPASTIC PARAPLEGIA 56, AUTOSOMAL RECESSIVE"	"disease"
"22885"	"C3539781"	"Progressive cGVHD"	"disease"
"22886"	"C3539878"	"Triple Negative Breast Neoplasms"	"disease"
"22887"	"C3539888"	"ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 3"	"disease"
"22888"	"C3539916"	"MYOCLONUS, FAMILIAL CORTICAL"	"disease"
"22889"	"C3539920"	"ECTODERMAL DYSPLASIA 11B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE"	"disease"
"22890"	"C3540094"	"INTERLEUKIN 6, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS"	"phenotype"
"22891"	"C3540450"	"HYPOGONADOTROPIC HYPOGONADISM 14 WITH OR WITHOUT ANOSMIA"	"disease"
"22892"	"C3540453"	"CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 4F"	"disease"
"22893"	"C3540662"	"Congenital Amaurosis of Retinal Origin"	"disease"
"22894"	"C3540764"	"Coloboma of the Retina"	"disease"
"22895"	"C3540839"	"Neonatal Drug Withdrawal"	"disease"
"22896"	"C3540844"	"CILIARY DYSKINESIA, PRIMARY, 20"	"disease"
"22897"	"C3540845"	"MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 8"	"disease"
"22898"	"C3540850"	"CATARACT 4, MULTIPLE TYPES"	"disease"
"22899"	"C3540852"	"Rickets, X-Linked Hypophosphatemic"	"disease"
"22900"	"C3541318"	"Soluble Transferrin Receptor Measurement"	"phenotype"
"22901"	"C3541319"	"SHORT STATURE, OPTIC NERVE ATROPHY, AND PELGER-HUET ANOMALY"	"disease"
"22902"	"C3541340"	"PONTINE TEGMENTAL CAP DYSPLASIA"	"disease"
"22903"	"C3541456"	"Spondyloepiphyseal Dysplasia Tarda, X-Linked"	"disease"
"22904"	"C3541462"	"HYPOGONADOTROPIC HYPOGONADISM 13 WITH OR WITHOUT ANOSMIA"	"disease"
"22905"	"C3541471"	"MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 1"	"disease"
"22906"	"C3541474"	"ECTOPIA LENTIS 2, ISOLATED, AUTOSOMAL RECESSIVE"	"disease"
"22907"	"C3541476"	"MYOPATHY, AREFLEXIA, RESPIRATORY DISTRESS, AND DYSPHAGIA, EARLY-ONSET, MILD VARIANT"	"disease"
"22908"	"C3541517"	"ECTODERMAL DYSPLASIA 11A, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL DOMINANT"	"disease"
"22909"	"C3541518"	"ECTOPIA LENTIS 1, ISOLATED, AUTOSOMAL DOMINANT"	"disease"
"22910"	"C3541853"	"NEPHRONOPHTHISIS 15"	"disease"
"22911"	"C3541908"	"Sperm Motility Measurement"	"phenotype"
"22912"	"C3541994"	"Drug Hypersensitivity Syndrome"	"disease"
"22913"	"C3542021"	"Duchenne and Becker Muscular Dystrophy"	"disease"
"22914"	"C3542022"	"SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS SYNDROME"	"disease"
"22915"	"C3542024"	"AORTIC VALVE DISEASE 2"	"disease"
"22916"	"C3542025"	"AMYOTROPHIC LATERAL SCLEROSIS 1, AUTOSOMAL RECESSIVE"	"disease"
"22917"	"C3542026"	"PEROXISOME BIOGENESIS DISORDER 5B"	"disease"
"22918"	"C3542499"	"Aminoacylase 2 Deficiency"	"disease"
"22919"	"C3542500"	"ADH-Resistant Diabetes Insipidus"	"disease"
"22920"	"C3542501"	"Acute Infective Polyneuritis"	"disease"
"22921"	"C3542549"	"SPASTIC PARAPLEGIA 49, AUTOSOMAL RECESSIVE"	"disease"
"22922"	"C3542550"	"CILIARY DYSKINESIA, PRIMARY, 17"	"disease"
"22923"	"C3542922"	"IMMUNODEFICIENCY, COMMON VARIABLE, 7"	"disease"
"22924"	"C3543005"	"Surgical incision wound (morphologic abnormality)"	"disease"
"22925"	"C3543413"	"Experimental Organism Benign Basalioma"	"disease"
"22926"	"C3543825"	"CILIARY DYSKINESIA, PRIMARY, 18"	"disease"
"22927"	"C3543826"	"CILIARY DYSKINESIA, PRIMARY, 19"	"disease"
"22928"	"C3543867"	"Collodion Fetus"	"disease"
"22929"	"C3544080"	"Congenital central diabetes insipidus"	"disease"
"22930"	"C3544204"	"Borderline mucinous tumour of ovary"	"disease"
"22931"	"C3544205"	"Ovarian clear cell carcinoma"	"disease"
"22932"	"C3544214"	"Reversible cerebral vasoconstriction syndrome"	"disease"
"22933"	"C3544229"	"Congenital intestinal obstruction"	"disease"
"22934"	"C3544265"	"Intrahepatic cholangiocarcinoma recurrent"	"disease"
"22935"	"C3544266"	"Hepatobiliary cancer"	"disease"
"22936"	"C3544295"	"Asymptomatic hypoglycaemia"	"disease"
"22937"	"C3544321"	"Treatment-resistant schizophrenia"	"disease"
"22938"	"C3544328"	"Prostatic fibrosis"	"disease"
"22939"	"C3544347"	"Intestinal fibrosis"	"phenotype"
"22940"	"C3546688"	"response to temozolomide"	"phenotype"
"22941"	"C3546787"	"response to ketamine"	"phenotype"
"22942"	"C3547187"	"response to metformin"	"phenotype"
"22943"	"C3547188"	"response to fenofibrate"	"phenotype"
"22944"	"C3548479"	"response to bronchodilator"	"phenotype"
"22945"	"C3548510"	"response to antineoplastic agent"	"phenotype"
"22946"	"C3548532"	"response to alcohol"	"phenotype"
"22947"	"C3548801"	"response to irinotecan"	"phenotype"
"22948"	"C3548805"	"response to aromatase inhibitor"	"phenotype"
"22949"	"C3549252"	"response to statin"	"phenotype"
"22950"	"C3549447"	"ALTERNATING HEMIPLEGIA OF CHILDHOOD 1"	"disease"
"22951"	"C3549486"	"NOR POLYAGGLUTINATION SYNDROME"	"disease"
"22952"	"C3549567"	"Echogenic kidneys"	"phenotype"
"22953"	"C3549665"	"Deafness (in some patients)"	"phenotype"
"22954"	"C3549703"	"Retinal thinning"	"phenotype"
"22955"	"C3549742"	"Breast cancer, lobular"	"disease"
"22956"	"C3549845"	"CHOLESTASIS, INTRAHEPATIC, OF PREGNANCY, 1"	"disease"
"22957"	"C3549860"	"Uterine leiomyosarcoma (less common)"	"phenotype"
"22958"	"C3549861"	"Cutaneous leiomyosarcoma (less common)"	"phenotype"
"22959"	"C3549862"	"Renal cell carcinoma, solitary papillary type 2 (about 20% of patients)"	"phenotype"
"22960"	"C3549874"	"METAPHYSEAL DYSPLASIA WITH MAXILLARY HYPOPLASIA WITH OR WITHOUT BRACHYDACTYLY"	"disease"
"22961"	"C3550024"	"MEGALENCEPHALY-CAPILLARY MALFORMATION-POLYMICROGYRIA SYNDROME, SOMATIC"	"phenotype"
"22962"	"C3550150"	"Recurrent thrombophlebitis"	"phenotype"
"22963"	"C3550234"	"PEROXISOME BIOGENESIS DISORDER 2B"	"disease"
"22964"	"C3550273"	"PEROXISOME BIOGENESIS DISORDER 2A (ZELLWEGER)"	"disease"
"22965"	"C3550331"	"Aged leonine appearance"	"phenotype"
"22966"	"C3550336"	"Multiple rows of eyelashes"	"phenotype"
"22967"	"C3550430"	"Eclabion"	"phenotype"
"22968"	"C3550478"	"HYPOGONADOTROPIC HYPOGONADISM 3 WITH OR WITHOUT ANOSMIA"	"disease"
"22969"	"C3550693"	"PEROXISOME BIOGENESIS DISORDER 3B"	"disease"
"22970"	"C3550704"	"Abnormality of digit"	"phenotype"
"22971"	"C3550789"	"THROMBOCYTOPENIA, X-LINKED, WITH OR WITHOUT DYSERYTHROPOIETIC ANEMIA"	"disease"
"22972"	"C3550856"	"ANEMIA, X-LINKED, WITH OR WITHOUT NEUTROPENIA AND/OR PLATELET ABNORMALITIES"	"disease"
"22973"	"C3550873"	"Hypoplasia of the calcaneus"	"phenotype"
"22974"	"C3550875"	"AUTISM, SUSCEPTIBILITY TO, X-LINKED 6"	"disease"
"22975"	"C3550876"	"BARATELA-SCOTT SYNDROME"	"disease"
"22976"	"C3550903"	"CORNELIA DE LANGE SYNDROME 5"	"disease"
"22977"	"C3550904"	"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 36"	"disease"
"22978"	"C3550913"	"MENTAL RETARDATION, X-LINKED, SYNDROMIC 32"	"disease"
"22979"	"C3550921"	"LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 2"	"disease"
"22980"	"C3550963"	"HYPOTHYROIDISM, CENTRAL, AND TESTICULAR ENLARGEMENT"	"disease"
"22981"	"C3550973"	"NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 5"	"disease"
"22982"	"C3551041"	"Short ear"	"phenotype"
"22983"	"C3551052"	"Night blindness, stationary"	"disease"
"22984"	"C3551173"	"UV-SENSITIVE SYNDROME 1"	"disease"
"22985"	"C3551381"	"PEROXISOMAL BIOGENESIS DISORDER 3B"	"disease"
"22986"	"C3551426"	"Dystrophic fingernails"	"phenotype"
"22987"	"C3551431"	"Sparse or absent eyelashes"	"phenotype"
"22988"	"C3551443"	"ANTERIOR SEGMENT ANOMALIES WITH OR WITHOUT CATARACT"	"disease"
"22989"	"C3551587"	"ECTODERMAL DYSPLASIA 10A, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL DOMINANT"	"disease"
"22990"	"C3551716"	"CORTISONE REDUCTASE DEFICIENCY 1"	"disease"
"22991"	"C3551915"	"MENINGIOMA, FAMILIAL, SUSCEPTIBILITY TO"	"phenotype"
"22992"	"C3551954"	"COENZYME Q10 DEFICIENCY, PRIMARY, 1"	"disease"
"22993"	"C3552099"	"Respiratory insufficiency due to defective ciliary clearance"	"phenotype"
"22994"	"C3552136"	"HYPOGONADOTROPHIC HYPOGONADISM 5 WITHOUT ANOSMIA"	"disease"
"22995"	"C3552156"	"Hypoplasia of the semicircular canal"	"phenotype"
"22996"	"C3552227"	"ACHROMATOPSIA 6"	"disease"
"22997"	"C3552236"	"CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 7"	"disease"
"22998"	"C3552311"	"ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 11, WITH MILD PALMOPLANTAR KERATODERMA AND WOOLLY HAIR"	"disease"
"22999"	"C3552335"	"MYASTHENIC SYNDROME, CONGENITAL, 12"	"disease"
"23000"	"C3552343"	"HYPOGONADOTROPIC HYPOGONADISM 4 WITH OR WITHOUT ANOSMIA"	"disease"
"23001"	"C3552414"	"Deviation of the thumb"	"phenotype"
"23002"	"C3552484"	"Pseudoepiphysis of the thumb"	"phenotype"
"23003"	"C3552491"	"AUTISM, SUSCEPTIBILITY TO, 14A"	"phenotype"
"23004"	"C3552501"	"Talus valgus"	"phenotype"
"23005"	"C3552526"	"Metaphyseal sclerosis"	"phenotype"
"23006"	"C3552528"	"Generalized ichthyosis"	"phenotype"
"23007"	"C3552553"	"HYPOGONADOTROPIC HYPOGONADISM 5 WITH OR WITHOUT ANOSMIA"	"disease"
"23008"	"C3552574"	"HYPOGONADOTROPIC HYPOGONADISM 6 WITH OR WITHOUT ANOSMIA"	"disease"
"23009"	"C3552634"	"LYMPHOPROLIFERATIVE SYNDROME 1"	"disease"
"23010"	"C3552821"	"EEG with photoparoxysmal response"	"phenotype"
"23011"	"C3552824"	"Enhancement of the C-reflex"	"phenotype"
"23012"	"C3552825"	"Jerk-locked premyoclonus spikes"	"phenotype"
"23013"	"C3552852"	"RETINITIS PIGMENTOSA 65"	"disease"
"23014"	"C3553016"	"Peripheral retinal atrophy"	"disease"
"23015"	"C3553029"	"ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 8"	"disease"
"23016"	"C3553060"	"EMERY-DREIFUSS MUSCULAR DYSTROPHY 7, AUTOSOMAL DOMINANT"	"disease"
"23017"	"C3553077"	"MICROPHTHALMIA, SYNDROMIC 11"	"disease"
"23018"	"C3553078"	"Agenesis of pineal gland"	"disease"
"23019"	"C3553084"	"Bilateral cleft palate"	"phenotype"
"23020"	"C3553230"	"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIl"	"disease"
"23021"	"C3553247"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 14"	"disease"
"23022"	"C3553248"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 15"	"disease"
"23023"	"C3553249"	"COFFIN-SIRIS SYNDROME 4"	"disease"
"23024"	"C3553250"	"ACRODYSOSTOSIS 2 WITH OR WITHOUT HORMONE RESISTANCE"	"disease"
"23025"	"C3553264"	"JOUBERT SYNDROME 17"	"disease"
"23026"	"C3553270"	"DIARRHEA 6"	"disease"
"23027"	"C3553288"	"HYPEREKPLEXIA 3"	"disease"
"23028"	"C3553291"	"HYPEREKPLEXIA 2"	"disease"
"23029"	"C3553298"	"UV-SENSITIVE SYNDROME 2"	"disease"
"23030"	"C3553328"	"UV-SENSITIVE SYNDROME 3"	"disease"
"23031"	"C3553330"	"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 7"	"disease"
"23032"	"C3553331"	"Subcortical heterotopia"	"phenotype"
"23033"	"C3553349"	"COENZYME Q10 DEFICIENCY, PRIMARY, 6"	"disease"
"23034"	"C3553354"	"COENZYME Q10 DEFICIENCY, PRIMARY, 2"	"disease"
"23035"	"C3553358"	"COENZYME Q10 DEFICIENCY, PRIMARY, 3"	"disease"
"23036"	"C3553368"	"Limited hip extension"	"phenotype"
"23037"	"C3553374"	"COENZYME Q10 DEFICIENCY, PRIMARY, 5"	"disease"
"23038"	"C3553382"	"CORTISONE REDUCTASE DEFICIENCY 2"	"disease"
"23039"	"C3553404"	"AURICULOCONDYLAR SYNDROME 2"	"disease"
"23040"	"C3553409"	"CARDIOMYOPATHY, DILATED, 2B"	"disease"
"23041"	"C3553414"	"MICROCEPHALY 8, PRIMARY, AUTOSOMAL RECESSIVE"	"disease"
"23042"	"C3553418"	"PERIODIC FEVER, MENSTRUAL CYCLE-DEPENDENT"	"disease"
"23043"	"C3553449"	"PONTOCEREBELLAR HYPOPLASIA, TYPE 1B"	"disease"
"23044"	"C3553450"	"Profound global developmental delay"	"disease"
"23045"	"C3553462"	"INFLUENZA, SEVERE, SUSCEPTIBILITY TO"	"phenotype"
"23046"	"C3553493"	"SOLUBLE INTERLEUKIN-6 RECEPTOR, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS"	"phenotype"
"23047"	"C3553494"	"CATARACT 38"	"disease"
"23048"	"C3553512"	"IMMUNODEFICIENCY, COMMON VARIABLE, 8, WITH AUTOIMMUNITY"	"disease"
"23049"	"C3553517"	"CORNELIA DE LANGE SYNDROME 4"	"disease"
"23050"	"C3553529"	"COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 10"	"disease"
"23051"	"C3553538"	"BROWN-VIALETTO-VAN LAERE SYNDROME 2"	"disease"
"23052"	"C3553549"	"POROKERATOSIS 7, MULTIPLE TYPES"	"disease"
"23053"	"C3553571"	"Carbohydrate deficient glycoprotein syndrome type 2k"	"disease"
"23054"	"C3553582"	"SECKEL SYNDROME 6"	"disease"
"23055"	"C3553587"	"GLUCOCORTICOID DEFICIENCY 4 WITH OR WITHOUT MINERALOCORTICOID DEFICIENCY"	"disease"
"23056"	"C3553597"	"3-METHYLGLUTACONIC ACIDURIA WITH DEAFNESS, ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME"	"disease"
"23057"	"C3553606"	"BASAL CELL CARCINOMA, SUSCEPTIBILITY TO, 7"	"disease"
"23058"	"C3553607"	"MITOCHONDRIAL PYRUVATE CARRIER DEFICIENCY"	"disease"
"23059"	"C3553617"	"PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 1"	"disease"
"23060"	"C3553622"	"PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 2"	"disease"
"23061"	"C3553625"	"FACIAL PARESIS, HEREDITARY CONGENITAL, 3"	"disease"
"23062"	"C3553636"	"INTERSTITIAL LUNG DISEASE, NEPHROTIC SYNDROME, AND EPIDERMOLYSIS BULLOSA, CONGENITAL"	"disease"
"23063"	"C3553637"	"HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 2"	"disease"
"23064"	"C3553645"	"MYASTHENIC SYNDROME, CONGENITAL, 13"	"disease"
"23065"	"C3553656"	"NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VB"	"disease"
"23066"	"C3553660"	"Malan overgrowth syndrome"	"disease"
"23067"	"C3553661"	"CEREBELLAR ATAXIA, NONPROGRESSIVE, WITH MENTAL RETARDATION"	"disease"
"23068"	"C3553676"	"HETEROTAXY, VISCERAL, 6, AUTOSOMAL"	"disease"
"23069"	"C3553709"	"MYOPATHY, CENTRONUCLEAR, 4"	"disease"
"23070"	"C3553719"	"AMYOTROPHIC LATERAL SCLEROSIS 18"	"disease"
"23071"	"C3553720"	"CFHR5 DEFICIENCY"	"disease"
"23072"	"C3553735"	"Microcephaly in adulthood"	"phenotype"
"23073"	"C3553748"	"ADAMS-OLIVER SYNDROME 3"	"disease"
"23074"	"C3553754"	"Absent toe"	"disease"
"23075"	"C3553758"	"JOUBERT SYNDROME 18"	"disease"
"23076"	"C3553762"	"LOEYS-DIETZ SYNDROME 4"	"disease"
"23077"	"C3553764"	"Joint hyperflexibility"	"phenotype"
"23078"	"C3553774"	"INTERSTITIAL NEPHRITIS, KARYOMEGALIC"	"disease"
"23079"	"C3553785"	"WEILL-MARCHESANI SYNDROME 3"	"disease"
"23080"	"C3553788"	"ALTERNATING HEMIPLEGIA OF CHILDHOOD 2"	"disease"
"23081"	"C3553793"	"SPERMATOGENIC FAILURE 10"	"disease"
"23082"	"C3553813"	"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 8"	"disease"
"23083"	"C3553816"	"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 13"	"disease"
"23084"	"C3553830"	"AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA4"	"disease"
"23085"	"C3553831"	"MICROCEPHALY, SHORT STATURE, AND POLYMICROGYRIA WITH OR WITHOUT SEIZURES"	"disease"
"23086"	"C3553841"	"HYPOGONADOTROPIC HYPOGONADISM 8 WITH OR WITHOUT ANOSMIA"	"disease"
"23087"	"C3553842"	"HYPOGONADOTROPIC HYPOGONADISM 9 WITH OR WITHOUT ANOSMIA"	"disease"
"23088"	"C3553843"	"HYPOGONADOTROPIC HYPOGONADISM 10 WITH OR WITHOUT ANOSMIA"	"disease"
"23089"	"C3553844"	"HYPOGONADOTROPIC HYPOGONADISM 11 WITH OR WITHOUT ANOSMIA"	"disease"
"23090"	"C3553846"	"JOUBERT SYNDROME 19"	"disease"
"23091"	"C3553859"	"EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 12"	"disease"
"23092"	"C3553868"	"ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 5"	"disease"
"23093"	"C3553869"	"ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 6"	"disease"
"23094"	"C3553870"	"SECKEL SYNDROME 7"	"disease"
"23095"	"C3553886"	"MICROCEPHALY 9, PRIMARY, AUTOSOMAL RECESSIVE"	"disease"
"23096"	"C3553887"	"OSTEOGENESIS IMPERFECTA, TYPE XIII"	"disease"
"23097"	"C3553915"	"METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblJ TYPE"	"disease"
"23098"	"C3553929"	"PEROXISOME BIOGENESIS DISORDER 3A (ZELLWEGER)"	"disease"
"23099"	"C3553932"	"DEAFNESS, AUTOSOMAL RECESSIVE 98"	"disease"
"23100"	"C3553936"	"PEROXISOME BIOGENESIS DISORDER 4A (ZELLWEGER)"	"disease"
"23101"	"C3553937"	"PEROXISOME BIOGENESIS DISORDER 4B"	"disease"
"23102"	"C3553940"	"PEROXISOME BIOGENESIS DISORDER 5A (ZELLWEGER)"	"disease"
"23103"	"C3553943"	"T-CELL IMMUNODEFICIENCY, RECURRENT INFECTIONS, AND AUTOIMMUNITY WITH OR WITHOUT CARDIAC MALFORMATIONS"	"disease"
"23104"	"C3553944"	"USHER SYNDROME, TYPE IJ"	"disease"
"23105"	"C3553947"	"PEROXISOME BIOGENESIS DISORDER 6A (ZELLWEGER)"	"disease"
"23106"	"C3553948"	"PEROXISOME BIOGENESIS DISORDER 6B"	"disease"
"23107"	"C3553950"	"PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 8"	"disease"
"23108"	"C3553951"	"PEROXISOME BIOGENESIS DISORDER 7B"	"disease"
"23109"	"C3553958"	"METAPHYSEAL ENCHONDROMATOSIS WITH D-2-HYDROXYGLUTARIC ACIDURIA"	"disease"
"23110"	"C3553959"	"PEROXISOME BIOGENESIS DISORDER 8A (ZELLWEGER)"	"disease"
"23111"	"C3553960"	"PEROXISOME BIOGENESIS DISORDER 8B"	"disease"
"23112"	"C3553961"	"AUTOINFLAMMATION, ANTIBODY DEFICIENCY, AND IMMUNE DYSREGULATION, PLCG2-ASSOCIATED"	"disease"
"23113"	"C3553977"	"HYPOGONADOTROPIC HYPOGONADISM 15 WITH OR WITHOUT ANOSMIA"	"disease"
"23114"	"C3553989"	"SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 5"	"disease"
"23115"	"C3553999"	"PEROXISOME BIOGENESIS DISORDER 10A (ZELLWEGER)"	"disease"
"23116"	"C3554000"	"PEROXISOME BIOGENESIS DISORDER 11A (ZELLWEGER)"	"disease"
"23117"	"C3554001"	"PEROXISOME BIOGENESIS DISORDER 11B"	"disease"
"23118"	"C3554002"	"PEROXISOME BIOGENESIS DISORDER 12A (ZELLWEGER)"	"disease"
"23119"	"C3554004"	"PEROXISOME BIOGENESIS DISORDER 13A (ZELLWEGER)"	"disease"
"23120"	"C3554018"	"SINOATRIAL NODE DYSFUNCTION AND DEAFNESS"	"disease"
"23121"	"C3554021"	"HYPOGONADOTROPIC HYPOGONADISM 16 WITH OR WITHOUT ANOSMIA"	"disease"
"23122"	"C3554042"	"DIAMOND-BLACKFAN ANEMIA 11"	"disease"
"23123"	"C3554046"	"LETHAL CONGENITAL CONTRACTURE SYNDROME 4"	"disease"
